slug,name_zh,name_en,desc_zh,desc_en,category,category_zh,category_en,url,detail_url,tags,monthly_visits
"zebracat","Zebracat","Zebracat","Zebracat 是面向社媒增长的 AI 视频生成器，用文本即可生成带脚本、AI 配音与画面并自动排期的短视频，零剪辑基础也能持续出片。","AI video generator for social growth: turn text into short video with script, AI voiceover and visuals, then schedule it automatically — sustainable output with no editing background.","social","社交媒体","Social Media","https://www.zebracat.ai/","https://topxai.cn/ai/zebracat","AI视频生成 / 社媒短视频 / 自动发布","167381"
"betterwe","betterWE星球","betterWE","面向饮食健康管理的应用，官方介绍支持拍照识别餐食营养并给出配餐指导，帮助用户记录每日饮食结构、控制热量摄入，适合关注体重与饮食均衡的人群日常使用。","Diet and health management app that recognises meal nutrition from photos and gives guidance, helping users track their daily diet and control calorie intake — for anyone watching weight and balance.","life","日常生活","Everyday Life","http://www.betterwestar.com/","https://topxai.cn/ai/betterwe","AI饮食识别 / 营养配餐 / 体重管理","11285"
"boohee","薄荷健康","Boohee","健康管理平台推出的 AI 饮食与体重管理工具，官方称拥有 160 万以上食物营养数据，用 AI 相机拍餐即可识别重量、热量与营养构成，并自动汇总饮食、运动与睡眠记录。","AI diet and weight management tool with 1.6M+ food nutrition records: photograph a meal to identify weight, calories and nutrition, and automatically log diet, exercise and sleep.","life","日常生活","Everyday Life","https://www.boohee.com/","https://topxai.cn/ai/boohee","AI饮食管理 / 热量识别 / 体重管理","19808"
"caiyun-xiaomeng","彩云小梦","Caiyun Xiaomeng","彩云科技推出的 AI 故事创作工具，官方称用户只需设定世界观与人物即可让 AI 续写小说，支持多章节长篇创作、多模型对话切换与故事列表管理，适合网文与同人创作场景。","Caiyun's AI story writing tool: set a world and characters and let AI continue the novel, with multi-chapter long-form writing, switching between models and story list management for web fiction and fan works.","life","日常生活","Everyday Life","https://if.caiyunai.com/","https://topxai.cn/ai/caiyun-xiaomeng","AI续写 / 小说创作 / 故事生成",""
"cece","测测","Cece","泛心理社区与 AI 陪伴应用，官方称提供心理测评、情绪陪伴与情感解惑服务，用户可在社区交流并在 AI 对话中获得情绪支持，旗下运营企业为北京市高新技术企业。","Psychological community and AI companion app offering assessments, emotional companionship and relationship advice, with community discussion and AI conversation for emotional support.","life","日常生活","Everyday Life","https://www.cece.com/","https://topxai.cn/ai/cece","泛心理社区 / 心理测评 / 情感陪伴","18689"
"dada","搭搭","Dada","拍照即搭配的 AI 电子衣橱 App，官方称可自动识别衣物的分类、款式、颜色与材质并完成归类，再根据气温、场合与星座推荐今日穿搭，同时支持配饰组合与拍照搜索灵感。","AI wardrobe app that styles outfits from a photo: automatically recognises and categorises clothing by type, style, colour and material, then recommends outfits for the day based on temperature, occasion and star sign, with photo search for inspiration.","life","日常生活","Everyday Life","https://dada.ren/","https://topxai.cn/ai/dada","AI穿搭 / 电子衣橱 / 拍照识别",""
"dresswise","DressWise","DressWise","面向服装电商的 AI 图片工具，官方称提供智能抠图、虚拟试衣与高清增强三项能力，可自动分离服装主体生成透明底图、把服装套到模特身上预览效果，并把图片提升至 1K 至 4K。","AI image tool for apparel e-commerce with three capabilities — smart cutout, virtual try-on and HD enhancement — separating garments onto transparent backgrounds, previewing them on models, and upscaling images to 1K–4K.","life","日常生活","Everyday Life","https://www.dresswise.ai/","https://topxai.cn/ai/dresswise","AI抠图 / 虚拟试衣 / 电商图片",""
"jinchuan","今穿","Jinchuan","杭州含光科技推出的 AI 穿搭与智能衣橱应用，官方称支持按上装、下装、鞋履分类整理衣物，提供 AI 试衣预览、可复用搭配推荐，并结合温度、湿度与紫外线给出当日穿搭建议。","AI styling and smart wardrobe app that files clothing by tops, bottoms and footwear, offers AI try-on previews and reusable outfit recommendations, and factors in temperature, humidity and UV for daily suggestions.","life","日常生活","Everyday Life","https://jinchuan.me/","https://topxai.cn/ai/jinchuan","AI穿搭 / 智能衣橱 / AI试衣",""
"keep","Keep","Keep","运动健身平台的 AI 教练能力，官方称可结合身体数据与训练目标生成个性化运动计划，配合海量跟练课程、跑步骑行记录与智能硬件数据联动，覆盖居家训练与户外运动场景。","The AI coaching capability of fitness platform Keep: generate personalised training plans from body data and goals, alongside a large course library, run and cycle tracking, and smart hardware integration for home and outdoor training.","life","日常生活","Everyday Life","https://www.gotokeep.com/","https://topxai.cn/ai/keep","AI健身教练 / 运动计划 / 居家健身","100013"
"lumi","咔皮记账","Lumi","商汤科技推出的 AI 记账应用，官方称支持拍照与语音快速记账，由 AI 自动识别金额、商户并归类消费类型，覆盖日常收支记录、月度账单分析与消费习惯复盘等场景。","SenseTime's AI expense tracking app: log spending by photo or voice and let AI identify amounts and merchants and categorise the expense, with daily records, monthly statements and spending habit review.","life","日常生活","Everyday Life","https://heylumi.cn/","https://topxai.cn/ai/lumi","AI记账 / 拍照识别 / 个人理财",""
"mafengwo","马蜂窝","Mafengwo","旅游社区与自由行服务平台，官方称已接入大模型推出 AI 旅行攻略助手，可基于海量用户游记与攻略回答目的地问题、生成行程建议，并与社区内容及预订服务相互衔接。","Travel community and independent-travel service platform that has added a large-model AI travel assistant, answering destination questions and generating itineraries from its archive of user travelogues and guides, linked to community content and bookings.","life","日常生活","Everyday Life","https://www.mafengwo.cn/","https://topxai.cn/ai/mafengwo","AI旅行攻略 / 旅游社区 / 行程规划","571767"
"merach","麦瑞克","Merach","家庭健身器材品牌麦瑞克推出的 AI 健身私教 Mia，官方称基于大模型生成个性化健身方案，并与跑步机、动感单车、椭圆机、划船机及 AR 实景课程联动，为居家健身提供实时指导。","AI personal trainer from home fitness equipment brand Merach: large-model-generated personalised plans that work with treadmills, spin bikes, ellipticals, rowers and AR courses for real-time guidance at home.","life","日常生活","Everyday Life","https://www.merach.com/","https://topxai.cn/ai/merach","AI健身私教 / 家庭健身器材 / AR实景","33468"
"motion","Motion","Motion","Motion 是用 AI 自动规划你一整天的日历与任务工具，按优先级实时排程并自动重排，帮助个人与团队把待办塞进合适的时间块，减少手动规划。","Uses AI to plan your whole day of calendar and tasks, scheduling by priority in real time and rescheduling automatically, so individuals and teams fit to-dos into the right time blocks without manual planning.","life","日常生活","Everyday Life","https://www.motion.ai/","https://topxai.cn/ai/motion","智能日程 / 任务管理 / 自动排程",""
"peipei-pet","佩佩宠圈","Peipei Pet","面向养宠人群的宠物社区应用，官方介绍提供 AI 宠物语言翻译与情绪识别，帮助主人理解宠物叫声与行为含义，并可与宠物档案、健康记录与养宠交流等功能配合使用。","Pet community app offering AI pet language translation and emotion recognition to help owners understand barks and behaviour, working alongside pet profiles, health records and community discussion.","life","日常生活","Everyday Life","http://kolamama.com/","https://topxai.cn/ai/peipei-pet","宠物翻译 / 情绪识别 / 养宠社区",""
"pi-travel","圆周旅迹","Pi Travel","专注行程规划的旅行 App，官方称可把小红书、公众号攻略链接一键解析成可执行行程，由 AI 提取地点并生成路线，支持多人协作编辑与旅途中对话式调整。","Travel app focused on itinerary planning: parse Xiaohongshu or WeChat article links into an actionable itinerary, with AI extracting places and generating routes, plus collaborative editing and conversational adjustments on the road.","life","日常生活","Everyday Life","https://www.pitravel.cn/","https://topxai.cn/ai/pi-travel","AI行程规划 / 旅游出行 / 多人协作",""
"reclaim-ai","Reclaim.ai","Reclaim.ai","Reclaim.ai 是连接 Google 日历的智能排程工具，自动把任务、习惯、会议与私人事段安排进你的空闲时间，并在冲突时智能调位，后被 Dropbox 收购。","Smart scheduling tool that connects to Google Calendar and fits tasks, habits, meetings and personal blocks into your free time, rescheduling intelligently on conflict. Acquired by Dropbox.","life","日常生活","Everyday Life","https://reclaim.ai/","https://topxai.cn/ai/reclaim-ai","日程自动化 / 习惯打卡 / 空闲排程","602501"
"smzdm","什么值得买","SMZDM","以兴趣消费指南为定位的消费决策平台，官方称聚合全网好价爆料与优惠计算，提供比价标签、今日必买与百亿补贴等栏目，并由值友社区输出评测与晒物内容。","Consumer decision platform positioned as an interest-based shopping guide: it aggregates deals and discount calculations from across the web, with price comparison tags, daily picks and subsidy sections, plus reviews from its community.","life","日常生活","Everyday Life","https://www.smzdm.com/","https://topxai.cn/ai/smzdm","消费决策 / 好价爆料 / 社区评测","13650904"
"trip-planner-ai","Trip Planner AI","Trip Planner AI","AI 旅行规划工具，输入日期与目的地即可生成含航班、酒店与活动的完整行程，支持灵活编辑、实时价格与一键预订，已规划 800 万+ 次行程。","AI travel planner: enter dates and a destination to get a full itinerary with flights, hotels and activities, flexibly editable with live prices and one-click booking. 8M+ trips planned.","life","日常生活","Everyday Life","https://tripplanner.ai/","https://topxai.cn/ai/trip-planner-ai","生活 / 旅行 / 规划","71730"
"wanaichef","万得厨","Wanaichef","深圳万德厨科技推出的 AI 烹饪智能体硬件，官方称内置 AI 祝融大模型并学习千余道名厨菜谱，支持蒸煮烤煎炒一机多能、AI 慧眼识材与精准控温，还能同步体检报告生成七日菜谱。","AI cooking agent hardware with a built-in Ronghuo large model trained on over a thousand chef recipes: steam, boil, bake, fry and stir in one appliance, with AI ingredient recognition and precise temperature control, and seven-day meal plans generated from a health report.","life","日常生活","Everyday Life","http://www.wanaichef.com/","https://topxai.cn/ai/wanaichef","AI烹饪 / 智能厨电 / 膳食定制","11353"
"wanshifu","万师傅","Wanshifu","全国家居售后服务平台的 AI 智能体，官方称用户用对话方式描述需求即可完成服务派单，覆盖家具安装、维修、测量、配送、清洁与拆旧等品类，平台称服务过程全程可视。","AI agent for a national home services platform: describe what you need in conversation and it dispatches a technician, covering furniture assembly, repair, measurement, delivery, cleaning and removal, with the whole process visible.","life","日常生活","Everyday Life","https://www.wanshifu.com/","https://topxai.cn/ai/wanshifu","家居服务 / AI派单 / 上门安装","405716"
"whisk","Whisk","Whisk","Whisk 是三星旗下的 AI 美食平台，用图像与文字理解食材与菜谱，帮你把现有食材变成食谱，并规划购物清单与一周餐食，减少外卖与浪费。","Samsung's AI food platform that understands ingredients and recipes from images and text, turning what you have into recipes, and planning shopping lists and a week of meals to cut takeout and waste.","life","日常生活","Everyday Life","https://whisk.com/","https://topxai.cn/ai/whisk","AI食谱 / 食材搭配 / 餐食规划","27221"
"abacus-ai","Abacus.AI","Abacus.AI","Abacus.AI 是面向企业与专业人士的 AI 超级助手平台，集成多家前沿大模型与可编排智能体，内置投研、交易、发票处理、数据分析与内容生成等应用，支持低代码搭建工作流。","AI super-assistant platform for enterprises and professionals, integrating frontier models and orchestrated agents with built-in applications for investment research, trading, invoice processing, data analysis and content generation, plus low-code workflow building.","law-finance","法律与财务","Legal & Finance","https://abacus.ai/","https://topxai.cn/ai/abacus-ai","企业AI / AI智能体 / 投研分析","3232011"
"alpha","iCourt Alpha","iCourt Alpha","iCourt Alpha 是面向律师与律所的法律 AI 办案平台，提供法律检索、合同审查、文书起草、证据系统与律所管理，并推出 AlphaClaw 数字员工。","Legal AI practice platform for lawyers and firms, offering legal research, contract review, document drafting, an evidence system and firm management, plus AlphaClaw digital employees.","law-finance","法律与财务","Legal & Finance","https://icourt.cc/","https://topxai.cn/ai/alpha","法律检索 / AI办案 / 律所数字化","33453"
"baiwang","百望云","Baiwang","百望股份的票财税合规与商业信用基础设施，提供发票数字化、税务风控、电子会计档案与百望百宝 AI 税务分析师等企业级智能体，服务企业财税数字化转型。","Baiwang's invoice, tax and finance compliance and commercial credit infrastructure, with invoice digitisation, tax risk control, electronic accounting archives and the Baiwang Baibao AI tax analyst, serving enterprise finance digitalisation.","law-finance","法律与财务","Legal & Finance","https://baiwang.com/","https://topxai.cn/ai/baiwang","税务风控 / 发票数字化 / 财税合规","846798"
"deli-legal","得理法搜","Deli Legal","得理科技基于法律大模型打造智慧法律系统，提供小理 AI、得理法搜、得理律助与开放平台，覆盖法律检索、研究、合同与文书生成。","Smart legal system built on a legal large model, offering the Xiaoli AI assistant, legal search, practitioner tools and an open platform for legal research, contract and document generation.","law-finance","法律与财务","Legal & Finance","https://www.delilegal.com/","https://topxai.cn/ai/deli-legal","法律检索 / 类案报告 / 法律智能体","87794"
"docsumo","Docsumo","Docsumo","Docsumo 用文档 AI 智能体把邮件与文档工作流端到端自动化，覆盖抽取、分类、核验与回写，官方称字段准确率 99%。","Document AI agents that automate email and document workflows end to end across extraction, classification, verification and write-back, with a claimed 99% field accuracy.","law-finance","法律与财务","Legal & Finance","https://docsumo.com/","https://topxai.cn/ai/docsumo","文档抽取 / 数据提取 / 票据识别","66689"
"donotpay","DoNotPay","DoNotPay","面向消费者的 AI 自助维权平台，用 100+ 工具处理免费试用退订、罚单申诉、隐私保护与退款等事务，成立于 2015 年。","Consumer AI self-help platform with 100+ tools for cancelling free trials, disputing fines, protecting privacy and claiming refunds. Founded in 2015.","law-finance","法律与财务","Legal & Finance","https://donotpay.com/","https://topxai.cn/ai/donotpay","法律 / 自助 / 维权","224040"
"evisort","Evisort","Evisort","Evisort 是 AI 合同智能平台（2024 年被 Workday 收购），现以 Workday Contract Intelligence 名义提供。","AI contract intelligence platform acquired by Workday in 2024, now offered as Workday Contract Intelligence.","law-finance","法律与财务","Legal & Finance","https://www.evisort.com/","https://topxai.cn/ai/evisort","合同智能 / CLM / OCR抽取","33104"
"finchat","Finchat","Finchat","Finchat 是 AI 投研平台（现 Fiscal.ai），把机构级财务数据与对话式 AI 结合，覆盖全球上市公司财报、筛选与文件，数据可溯源。","AI investment research platform (now Fiscal.ai) combining institutional-grade financial data with conversational AI, covering global listed-company filings, screening and documents with traceable sources.","law-finance","法律与财务","Legal & Finance","https://finchat.io/","https://topxai.cn/ai/finchat","投研平台 / 财报分析 / AI对话","11847"
"harvey","Harvey","Harvey","Harvey 是面向律师事务所与企业法务的 AI 法律工作平台，由 Harvey 公司打造，提供智能代理、合同分析与文档检索。","AI legal work platform for law firms and corporate legal teams, offering intelligent agents, contract analysis and document retrieval.","law-finance","法律与财务","Legal & Finance","https://www.harvey.ai/","https://topxai.cn/ai/harvey","法律AI / 合同审查 / 律所助手","1228213"
"hose","合思","Hose","合思（原易快报）是费控报销与商旅管理平台，推出合思 AI Partner 智能体矩阵，覆盖单据审核、差旅、付款、收票、档案与经营分析。","Expense control, reimbursement and business travel management platform with an AI Partner agent matrix covering document review, travel, payment, invoicing, archiving and business analysis.","law-finance","法律与财务","Legal & Finance","https://www.ekuaibao.com/","https://topxai.cn/ai/hose","费控报销 / 智能审核 / 财务数字化","324242"
"huisuanzhang","慧算账","Huisuanzhang","慧算账是面向中小微企业的互联网财税服务平台，提供代理记账、工商注册、税务服务与财税咨询，官方称以 AI 智能财税能力提升企业经营效率。","Internet finance and tax service platform for small and micro businesses, offering bookkeeping, company registration, tax services and advisory, with AI tax capabilities to improve operating efficiency.","law-finance","法律与财务","Legal & Finance","https://www.huisuanzhang.com/","https://topxai.cn/ai/huisuanzhang","代理记账 / 智能财税 / 税务风险","12747"
"hundsun","恒生电子","Hundsun","国内金融科技公司，业务覆盖证券、基金、银行等机构核心系统，官方称发布 6.0 AI 生态架构并推出金融大模型，加速向 AI 金融科技转型。","Chinese fintech company whose core systems serve securities, fund and banking institutions, now rolling out a 6.0 AI ecosystem architecture and a financial large model.","law-finance","法律与财务","Legal & Finance","https://www.hundsun.com/","https://topxai.cn/ai/hundsun","金融科技 / 金融机构 / AI转型","530753"
"iwencai","同花顺问财","iWencai","同花顺旗下的自然语言选股与投研工具，用一句话查询股票、基金、可转债、期货与宏观数据，支持技术面、资金面与基本面多视角选股，并提供热点题材与策略榜单。","Natural-language stock screening and research tool from Tonghuashun: query stocks, funds, convertible bonds, futures and macro data in one sentence across technical, capital flow and fundamental angles, with hot themes and strategy rankings.","law-finance","法律与财务","Legal & Finance","https://www.iwencai.com/","https://topxai.cn/ai/iwencai","智能选股 / 金融数据 / 自然语言","812174"
"kensho","Kensho","Kensho","Kensho 是标普全球旗下的 AI 引擎，把权威金融数据接入大语言模型与智能体工作流，提供确定性检索、自适应检索、文档抽取与实体链接等方案，服务金融机构与企业。","S&P Global's AI engine that connects authoritative financial data to large language models and agent workflows, offering deterministic retrieval, adaptive retrieval, document extraction and entity linking for financial institutions.","law-finance","法律与财务","Legal & Finance","https://www.kensho.com/","https://topxai.cn/ai/kensho","金融数据 / 实体链接 / 文档抽取","35257"
"lawbot","Lawbot脱敏猫","Lawbot脱敏猫","Lawbot脱敏猫是纯离线的法律文档脱敏桌面软件，官方称在本机完成 Word、PDF、图片的敏感信息识别、假名化与 Markdown 导出，让法律文档安全进入 AI 工作流。","","law-finance","法律与财务","Legal & Finance","https://www.lawbotai.cn","https://topxai.cn/ai/lawbot","法律脱敏 / 文档安全 / 离线软件",""
"lemonade","Lemonade","Lemonade","Lemonade 是用 AI 重构的保险公司，官方称投保约 90 秒、理赔最快 3 秒，提供租房、房屋、车、宠物与寿险，纽交所上市 B Corp。","An insurance company rebuilt around AI, claiming signup in about 90 seconds and claims in as little as 3 seconds. Offers renters, home, car, pet and life insurance; NYSE-listed and a B Corp.","law-finance","法律与财务","Legal & Finance","https://www.lemonade.com/","https://topxai.cn/ai/lemonade","AI保险 / 房屋保险 / 极速理赔","4676647"
"lexcat","Lexcat","Lexcat","Lexcat 是面向律师、律所与企业法务的 AI 法律助手，官方称聚合法律检索、文书起草、案件材料整理、客户洽谈与企业查询，把高频办案沉淀为可复用工作流。","","law-finance","法律与财务","Legal & Finance","https://www.lexcat.cn","https://topxai.cn/ai/lexcat","法律检索 / 文书起草 / AI法律助手",""
"metalaw","MetaLaw","MetaLaw","MetaLaw 是中文法律类案检索与 AI 分析工具，官方称精准类案、一键直达，可用深度推理模型生成含裁判要旨、判决结果与事实记录的类案分析报告。","","law-finance","法律与财务","Legal & Finance","https://meta.law","https://topxai.cn/ai/metalaw","类案检索 / 法律研究 / AI分析",""
"powerlaw-ai","幂律智能","PowerLaw AI","幂律智能由清华计算机系团队创立，自研法律大模型，提供智能合同审查系统 MeCheck 与合同管理系统 MeFlow，自动提示风险并统一审查标准。","Founded by a Tsinghua computer science team with its own legal large model, offering MeCheck for intelligent contract review and MeFlow for contract management, flagging risks automatically and standardising review.","law-finance","法律与财务","Legal & Finance","https://www.milvzhineng.cn/","https://topxai.cn/ai/powerlaw-ai","合同审查 / 法律大模型 / 企业法务",""
"ramp","Ramp","Ramp","Ramp 是集企业卡、费用管理与应付账款于一体的支出管理平台，用 AI 自动编码发票、审查政策与防欺诈，官方称基础版免费、可 30 天上线。","Spend management platform uniting corporate cards, expense management and accounts payable, using AI to code invoices, enforce policy and prevent fraud. Free base tier, live in 30 days.","law-finance","法律与财务","Legal & Finance","https://ramp.com/","https://topxai.cn/ai/ramp","企业卡 / 费用管理 / 财务自动化","7507687"
"robowork","萝卜投研","Robowork","通联数据 Datayes 的 AI-Ready 金融数据平台，提供百余个投研数据 API，覆盖研报、行情、财务、基金与宏观，适配 Skill、Agent 与 MCP。","AI-ready financial data platform with over a hundred investment research data APIs covering reports, quotes, financials, funds and macro, built for skills, agents and MCP.","law-finance","法律与财务","Legal & Finance","https://ai.datayes.com/","https://topxai.cn/ai/robowork","金融数据 / 投研API / MCP",""
"tongyi-farui","通义法睿","Tongyi Farui","阿里云基于通义千问推出的法律行业大模型，具备法律咨询、案例与法规检索、文书生成、案情分析与合同审查等能力，并提供 API 调用。","Alibaba Cloud's legal industry model built on Tongyi Qianwen, handling legal advice, case and statute research, document generation, case analysis and contract review, available through an API.","law-finance","法律与财务","Legal & Finance","https://tongyi.aliyun.com/farui/","https://topxai.cn/ai/tongyi-farui","法律咨询 / 文书生成 / 合同审查",""
"vic-ai","Vic.ai","Vic.ai","Vic.ai 是面向企业的 AI 应付账款自动化平台，官方称发票处理提速 5 倍、准确率 99%，可对接 NetSuite、SAP 等主流 ERP。","Enterprise AI accounts payable automation platform claiming 5x faster invoice processing at 99% accuracy, integrating with mainstream ERPs including NetSuite and SAP.","law-finance","法律与财务","Legal & Finance","https://www.vic.ai/","https://topxai.cn/ai/vic-ai","应付账款 / 发票处理 / AP自动化","115734"
"yuandian","华宇元典","Yuandian","华宇软件旗下法律人工智能公司，产品含元典问达、Yodex 法务平台、元典智库与合规系统，覆盖法律问答、检索、案件与合规管理。","Legal AI company under Thunis, with products including Yuandian Wenda, the Yodex legal platform, Yuandian Think Tank and compliance systems for legal Q&A, research, case and compliance management.","law-finance","法律与财务","Legal & Finance","https://yuandian.ailaw.cn/","https://topxai.cn/ai/yuandian","法律检索 / 企业合规 / 案件管理","1880"
"accio-work","Accio Work","Accio Work","阿里国际的 AI Agent 团队产品，官方称面向中小企业、以主动智能自动化端到端业务任务，内置技能与连接器，可让 Agent 操作浏览器执行真实业务动作。","","enterprise","企业管理","Enterprise Management","https://www.accio.com/work","https://topxai.cn/ai/accio-work","AI Agent / 跨境电商 / 流程自动化",""
"agentmore","AgentMore","AgentMore","智谱清言推出的多 Agent 云端协作平台，官方称可像搭乐高一样组建专属 AI Agent 团队，云端 7×24 小时待命并多线并行处理任务，支持定时任务、群聊协作与积分制使用。","","enterprise","企业管理","Enterprise Management","https://agentmore.chatglm.cn","https://topxai.cn/ai/agentmore","多智能体 / 云端协作 / AI助手",""
"aliyun-bailian","阿里云百炼","Alibaba Cloud Bailian","阿里云大模型服务平台，融合 MaaS 与 Agent 能力，提供 AgentStudio 企业级智能体平台，可统一调用通义千问、GLM、Kimi 等主流模型。","Alibaba Cloud's large model service platform merging MaaS and agent capabilities, with the enterprise AgentStudio agent platform for calling mainstream models including Tongyi Qianwen, GLM and Kimi.","enterprise","企业管理","Enterprise Management","https://bailian.aliyun.com/","https://topxai.cn/ai/aliyun-bailian","MaaS平台 / 智能体 / 通义千问","10888"
"baidu-qianfan","百度千帆 AppBuilder","Baidu Qianfan AppBuilder","百度智能云推出的一站式企业级大模型平台，以 Agent 为核心，覆盖模型开发与应用搭建全流程，内置 MCP 与 Agent 开发工具链。","Baidu AI Cloud's one-stop enterprise large model platform, agent-centric and covering the full model development and application building flow, with built-in MCP and an agent development toolchain.","enterprise","企业管理","Enterprise Management","https://qianfan.cloud.baidu.com/","https://topxai.cn/ai/baidu-qianfan","大模型平台 / 智能体 / 文心一言",""
"databricks","Databricks","Databricks","Databricks 是面向企业的数据与 AI 平台，以湖仓架构统一数据工程、分析与 AI 应用，官方称逾六成财富 500 强在用。","Enterprise data and AI platform that unifies data engineering, analytics and AI applications on a lakehouse architecture. Used by over 60% of the Fortune 500.","enterprise","企业管理","Enterprise Management","https://www.databricks.com/","https://topxai.cn/ai/databricks","数据湖仓 / 数据分析 / AI平台","5736381"
"dingtalk-ai","钉钉 AI","DingTalk AI","阿里钉钉面向企业办公推出的 AI 能力入口，把智能助手、文档写作、会议纪要、知识问答与流程自动化嵌入既有协同与审批流程，多端可用，与阿里云、通义等生态协同。","Alibaba DingTalk's AI entry point for enterprise work, embedding assistants, document writing, meeting notes, knowledge Q&A and process automation into existing collaboration and approval flows across devices.","enterprise","企业管理","Enterprise Management","https://www.dingtalk.com/ai","https://topxai.cn/ai/dingtalk-ai","企业 / 协同 / 流程","20930000"
"evomap","EvoMap","EvoMap","EvoMap 是面向 AI 自演化的开放基础设施，官方称其 GEP 协议让 Agent 跨模型、跨区域共享与继承已验证能力，并配套 Gene、Capsule 资产与 GDI 评分。","","enterprise","企业管理","Enterprise Management","https://evomap.ai","https://topxai.cn/ai/evomap","AI自演化 / 智能体协议 / 多Agent",""
"feishu-miaoji","飞书妙计","Feishu Miaoji","飞书旗下的智能会议工具，语音实时转文字并自动生成结构化会议纪要与待办任务，支持音视频转写，让会议更专注高效，内容可沉淀为团队知识。","Feishu's intelligent meeting tool: real-time speech-to-text with structured meeting notes and action items generated automatically, plus audio and video transcription, so content becomes team knowledge.","enterprise","企业管理","Enterprise Management","https://www.feishu.cn/product/minutes","https://topxai.cn/ai/feishu-miaoji","企业 / 会议 / 纪要","67190000"
"front","Front","Front","Front 是面向复杂客户运营的客服与协作平台，把团队、对话与 AI 统一到一个协调系统，官方称 AI 可解决七成请求。","Customer service and collaboration platform for complex customer operations, unifying teams, conversations and AI in one coordination system. AI resolves a claimed 70% of requests.","enterprise","企业管理","Enterprise Management","https://frontapp.com/","https://topxai.cn/ai/front","共享收件箱 / 客户运营 / AI客服","2088464"
"gong","Gong","Gong","Gong 是面向营收团队的 Revenue AI OS，通过捕获销售通话与会议自动分析客户互动，提供 Gong Engage、Forecast。","A Revenue AI OS for revenue teams: it captures sales calls and meetings to analyse customer interactions automatically, with products including Gong Engage and Forecast.","enterprise","企业管理","Enterprise Management","https://www.gong.io/","https://topxai.cn/ai/gong","营收AI / 对话分析 / 销售赋能","2193943"
"happycapy","Happycapy","Happycapy","Happycapy 是一款 Agent 原生电脑，官方称把多家前沿模型、技能库、邮件与自动化放进同一个安全沙箱，订阅一份即可建站、做研究、生成图像与视频。","","enterprise","企业管理","Enterprise Management","https://happycapy.ai","https://topxai.cn/ai/happycapy","AI沙箱 / 多模型 / 办公自动化",""
"kingdee","金蝶","Kingdee","金蝶是中国企业管理软件与云服务商，以金蝶云与 AI 原生平台助力企业数智化，官方称有 740 多万企业客户，覆盖大中小企业。","Enterprise management software and cloud services provider supporting business digitalisation through Kingdee Cloud and an AI-native platform, with 7.4M+ enterprise customers from SMB to large enterprise.","enterprise","企业管理","Enterprise Management","https://www.kingdee.com/","https://topxai.cn/ai/kingdee","企业管理 / ERP云 / 金蝶灵基","895635"
"laiye","来也科技","来也科技","从 RPA 转型的智能体数字员工平台，官网定位「让每位员工拥有智能体」。核心是 LLM 驱动的数字员工构建、自主执行与规模治理，官方称连续六年入选 Gartner RPA 象限。","","enterprise","企业管理","Enterprise Management","https://laiye.com","https://topxai.cn/ai/laiye","数字员工 / 智能体 / RPA","26569"
"matrix","Matrix","Matrix","Matrix 是面向长期执行的 Agent 公司运行时，官方称设定目标后可由多 Agent 部门协同、交付产物并附上可验证的证明，用 OKR 与复盘节奏管理自治工作。","","enterprise","企业管理","Enterprise Management","https://matrix.build","https://topxai.cn/ai/matrix","多智能体 / Agent编排 / 自动化办公",""
"mininglamp","明略科技","MiningLamp","明略科技是自研大模型能力的企业级 Agentic AI 服务商，产品含 DeepMiner 商业数据分析智能体、章鱼 Octo 协作平台与秒针系统等。","Enterprise agentic AI provider with in-house model capability, whose products include the DeepMiner business data analysis agent, the Octo collaboration platform and Miaozhen Systems.","enterprise","企业管理","Enterprise Management","https://www.mininglamp.com/","https://topxai.cn/ai/mininglamp","企业级AI / 数据智能 / 智能体协作","28785"
"moveworks","Moveworks","Moveworks","Moveworks 是面向全员的企业 AI 助手平台，用对话跨系统搜索信息并直接执行任务，官方称已服务 350 多家组织、覆盖超 600 万员工。","Enterprise AI assistant platform for all employees that searches information across systems and executes tasks through conversation. Serves 350+ organisations covering over 6 million employees.","enterprise","企业管理","Enterprise Management","https://moveworks.com/","https://topxai.cn/ai/moveworks","企业助手 / AI智能体 / 员工服务","165479"
"moxt","Moxt","Moxt","Moxt 是一个人与 Agent 同队协作的工作区，官方称席位免费、模型按厂商原价计费，用 Workflow、Agent 看板与 MiniApp 让 AI 团队接手长周期工作。","","enterprise","企业管理","Enterprise Management","https://moxt.ai","https://topxai.cn/ai/moxt","AI团队 / 工作流编排 / 按量计费",""
"salesforce","Salesforce","Salesforce","Salesforce 官方定位为第一的 AI CRM 平台，提供销售云、服务云、营销云、Data Cloud、Tableau、Slack 与智能代理 Agentforce。","Positions itself as the number one AI CRM platform, spanning Sales Cloud, Service Cloud, Marketing Cloud, Data Cloud, Tableau, Slack and the Agentforce agents.","enterprise","企业管理","Enterprise Management","https://www.salesforce.com/","https://topxai.cn/ai/salesforce","CRM / AI代理 / 客户平台","108275377"
